Order_ID,Timestamp_Order_Placed,Timestamp_Prep_Finished,Timestamp_Driver_Departed,Timestamp_Delivered,Kitchen_ID,Item_ID,Distance_KM,Order_Value_USD,Customer_Rating
ORD-1777,2026-01-03 16:24:00,2026-01-03 16:33:13.517773,2026-01-03 16:41:51.738396,2026-01-03 16:53:52.506327,K03,102,3.41,41.89,5.0
ORD-1778,2026-01-02 11:37:00,2026-01-02 11:44:13.513207,2026-01-02 11:48:20.747868,2026-01-02 12:20:42.492087,K02,103,12.59,22.29,1.0
ORD-1779,2026-02-25 10:11:00,2026-02-25 10:17:20.363057,2026-02-25 10:20:27.522336,2026-02-25 10:46:36.122712,K01,105,9.62,38.38,5.0
ORD-1780,2026-01-08 11:40:00,2026-01-08 11:56:54.371009,2026-01-08 12:04:28.907792,2026-01-08 12:18:25.325611,K03,101,2.86,31.24,5.0
ORD-1781,2026-01-29 17:24:00,2026-01-29 17:38:45.535198,2026-01-29 17:46:53.118217,2026-01-29 18:16:16.789366,K03,101,11.43,31.51,4.0
ORD-1782,2026-02-27 12:19:00,2026-02-27 12:26:39.921841,2026-02-27 12:35:29.562042,2026-02-27 12:55:37.941840,K03,102,6.06,42.02,5.0
ORD-1783,2026-02-05 13:38:00,2026-02-05 13:48:09.940860,2026-02-05 13:54:52.604236,2026-02-05 14:28:28.861423,K02,104,14.2,29.12,3.1
ORD-1784,2026-02-23 21:07:00,2026-02-23 21:21:11.619896,2026-02-23 21:29:40.223235,2026-02-23 22:04:35.393142,K02,101,14.13,15.68,3.5
ORD-1785,2026-01-15 15:20:00,2026-01-15 15:24:24.764398,2026-01-15 15:29:22.433943,2026-01-15 15:55:21.955889,K02,105,9.2,22.12,3.1
ORD-1786,2026-01-05 17:25:00,2026-01-05 17:33:37.804134,2026-01-05 17:37:44.300914,2026-01-05 18:05:03.045089,K01,103,8.81,17.51,1.5
ORD-1787,2026-01-30 16:11:00,2026-01-30 16:19:12.234467,2026-01-30 16:27:50.289578,2026-01-30 17:02:55.016747,K02,102,14.91,25.07,3.5
ORD-1788,2026-02-18 21:34:00,2026-02-18 21:44:59.836128,2026-02-18 21:52:08.327990,2026-02-18 22:21:31.773831,K02,103,11.5,31.19,1.1
ORD-1789,2026-02-20 11:39:00,2026-02-20 11:50:07.678506,2026-02-20 11:59:03.693501,2026-02-20 12:29:44.956872,K02,104,11.35,30.95,3.2
ORD-1790,2026-01-06 13:39:00,2026-01-06 13:48:03.133508,2026-01-06 13:52:41.497371,2026-01-06 14:16:03.480815,K02,104,7.49,23.57,4.6
ORD-1791,2026-01-09 12:40:00,2026-01-09 12:47:46.100640,2026-01-09 12:53:28.952162,2026-01-09 13:18:32.864456,K01,102,8.89,32.35,3.1
ORD-1792,2026-02-12 11:01:00,2026-02-12 11:07:51.867240,2026-02-12 11:14:15.364782,2026-02-12 11:29:25.130861,K02,105,2.88,45.35,4.8
ORD-1793,2026-01-08 11:05:00,2026-01-08 11:12:32.557764,2026-01-08 11:14:39.797799,2026-01-08 11:35:44.634464,K02,102,6.19,48.11,4.7
ORD-1794,2026-01-01 18:02:00,2026-01-01 18:06:40.953000,2026-01-01 18:15:04.515972,2026-01-01 18:29:44.805958,K02,105,4.78,31.87,4.6
ORD-1795,2026-02-01 18:09:00,2026-02-01 18:23:46.667771,2026-02-01 18:26:52.035051,2026-02-01 18:40:00.955054,K02,101,3.87,48.05,5.0
ORD-1796,2026-02-27 10:33:00,2026-02-27 10:42:23.622491,2026-02-27 10:45:05.613640,2026-02-27 11:19:17.869549,K02,103,12.84,43.32,1.6
ORD-1797,2026-03-02 16:38:00,2026-03-02 16:44:58.327408,2026-03-02 16:50:45.167358,2026-03-02 17:20:44.840783,K01,105,10.8,37.34,3.5
ORD-1798,2026-01-27 17:55:00,2026-01-27 18:05:34.263760,2026-01-27 18:11:16.538803,2026-01-27 18:49:31.418138,K03,103,14.22,25.77,1.0
ORD-1799,2026-02-15 20:15:00,2026-02-15 20:28:52.169527,2026-02-15 20:33:24.250132,2026-02-15 20:57:39.591614,K03,101,8.92,16.16,5.0
ORD-1800,2026-02-19 21:23:00,2026-02-19 21:38:53.777898,2026-02-19 21:48:41.022796,2026-02-19 22:25:29.078885,K03,101,13.56,46.63,3.0
ORD-1801,2026-02-02 16:50:00,2026-02-02 17:02:07.816579,2026-02-02 17:11:23.869653,2026-02-02 17:23:36.530599,K03,104,2.76,23.63,5.0
ORD-1802,2026-01-27 15:09:00,2026-01-27 15:24:45.498509,2026-01-27 15:29:05.809907,2026-01-27 15:58:33.060818,K01,101,10.17,31.27,3.5
ORD-1803,2026-02-22 19:27:00,2026-02-22 19:34:28.590969,2026-02-22 19:43:38.220696,2026-02-22 20:00:18.291005,K03,102,3.51,31.19,5.0
ORD-1804,2026-01-14 17:49:00,2026-01-14 17:57:36.535750,2026-01-14 18:04:15.995364,2026-01-14 18:20:40.903530,K01,103,3.27,40.23,3.2
ORD-1805,2026-03-02 17:41:00,2026-03-02 17:55:34.990019,2026-03-02 17:57:49.593721,2026-03-02 18:32:39.872799,K02,101,12.46,36.12,3.2
ORD-1806,2026-02-18 15:03:00,2026-02-18 15:11:43.854860,2026-02-18 15:16:18.450312,2026-02-18 15:31:39.050572,K02,102,3.77,19.29,5.0
ORD-1807,2026-02-04 11:04:00,2026-02-04 11:09:47.317000,2026-02-04 11:16:01.631555,2026-02-04 11:47:48.168566,K02,105,11.7,17.73,3.6
ORD-1808,2026-02-16 10:58:00,2026-02-16 11:09:02.200178,2026-02-16 11:14:32.793795,2026-02-16 11:42:34.587234,K03,104,9.6,23.59,3.3
ORD-1809,2026-01-01 12:29:00,2026-01-01 12:34:37.401020,2026-01-01 12:38:19.805381,2026-01-01 13:07:10.333646,K03,105,11.17,39.19,3.6
ORD-1810,2026-02-01 16:12:00,2026-02-01 16:20:59.903222,2026-02-01 16:23:23.211083,2026-02-01 16:38:47.376661,K01,102,3.17,29.43,4.7
ORD-1811,2026-01-13 16:00:00,2026-01-13 16:08:12.652997,2026-01-13 16:12:34.710277,2026-01-13 16:25:34.611531,K01,103,3.21,30.42,3.6
ORD-1812,2026-01-01 20:24:00,2026-01-01 20:34:30.697162,2026-01-01 20:40:54.240013,2026-01-01 21:04:43.053425,K02,104,8.47,25.37,3.4
ORD-1813,2026-02-04 12:27:00,2026-02-04 12:37:15.816304,2026-02-04 12:45:46.587212,2026-02-04 13:19:47.326958,K02,104,13.46,17.37,3.6
ORD-1814,2026-02-15 17:34:00,2026-02-15 17:44:31.883479,2026-02-15 17:47:03.058337,2026-02-15 17:56:40.348047,K02,104,1.8,48.98,5.0
ORD-1815,2026-02-24 17:40:00,2026-02-24 17:49:32.610160,2026-02-24 17:53:13.079592,2026-02-24 18:17:32.939030,K01,102,9.46,15.89,4.7
ORD-1816,2026-01-30 21:05:00,2026-01-30 21:14:55.778962,2026-01-30 21:19:20.226965,2026-01-30 21:36:26.243057,K01,102,3.8,41.78,4.6
ORD-1817,2026-02-08 13:39:00,2026-02-08 13:52:07.550405,2026-02-08 14:01:47.506609,2026-02-08 14:18:26.389643,K01,101,3.91,39.42,4.5
ORD-1818,2026-02-23 14:16:00,2026-02-23 14:32:20.984843,2026-02-23 14:36:42.643430,2026-02-23 14:59:36.953094,K03,101,8.31,46.06,4.7
ORD-1819,2026-02-21 11:45:00,2026-02-21 11:51:46.345861,2026-02-21 11:57:00.534594,2026-02-21 12:23:45.451394,K01,105,9.17,21.71,3.8
ORD-1820,2026-01-24 14:23:00,2026-01-24 14:39:39.338890,2026-01-24 14:47:00.452671,2026-01-24 15:08:05.972162,K03,101,7.7,21.57,5.0
ORD-1821,2026-02-03 13:50:00,2026-02-03 14:06:29.459975,2026-02-03 14:11:22.372107,2026-02-03 14:21:26.975801,K01,101,1.46,43.25,4.8
ORD-1822,2026-03-02 13:39:00,2026-03-02 13:52:17.638631,2026-03-02 14:01:41.448996,2026-03-02 14:31:18.208495,K02,101,9.83,44.04,3.2
ORD-1823,2026-01-16 19:03:00,2026-01-16 19:24:11.255225,2026-01-16 19:27:08.152028,2026-01-16 19:35:00.607214,K01,101,1.31,47.76,4.6
ORD-1824,2026-02-07 21:31:00,2026-02-07 21:37:19.017891,2026-02-07 21:47:13.126343,2026-02-07 22:17:01.793632,K01,102,11.93,25.52,3.2
ORD-1825,2026-02-07 13:50:00,2026-02-07 13:59:43.673588,2026-02-07 14:05:58.807874,2026-02-07 14:35:37.718617,K03,102,12.0,48.1,3.5
ORD-1826,2026-02-01 21:07:00,2026-02-01 21:22:20.295784,2026-02-01 21:27:31.848249,2026-02-01 21:48:40.027688,K03,101,7.15,29.46,5.0
ORD-1827,2026-02-28 21:41:00,2026-02-28 21:47:41.041968,2026-02-28 21:56:13.405601,2026-02-28 22:20:34.300376,K01,105,7.56,32.42,3.9
ORD-1828,2026-02-03 17:36:00,2026-02-03 17:43:16.378531,2026-02-03 17:46:23.366636,2026-02-03 18:15:32.717279,K01,102,9.84,15.29,3.4
ORD-1829,2026-01-21 11:07:00,2026-01-21 11:23:48.082375,2026-01-21 11:29:27.059771,2026-01-21 12:06:04.790227,K03,101,14.57,24.9,3.6
ORD-1830,2026-02-27 10:06:00,2026-02-27 10:13:26.396302,2026-02-27 10:19:08.448781,2026-02-27 10:41:34.651621,K01,103,8.45,33.98,1.9
ORD-1831,2026-01-16 19:47:00,2026-01-16 19:57:28.978670,2026-01-16 20:01:57.586181,2026-01-16 20:13:42.506472,K03,103,2.23,28.49,3.3
ORD-1832,2026-01-18 14:53:00,2026-01-18 15:05:46.496516,2026-01-18 15:11:39.366757,2026-01-18 15:38:22.886039,K01,104,10.3,35.31,3.5
ORD-1833,2026-01-04 22:17:00,2026-01-04 22:25:01.033918,2026-01-04 22:30:58.809276,2026-01-04 22:59:19.886834,K03,103,9.36,45.63,1.2
ORD-1834,2026-02-21 16:49:00,2026-02-21 16:58:04.629602,2026-02-21 17:06:24.466974,2026-02-21 17:41:27.341381,K03,104,14.0,16.62,3.6
ORD-1835,2026-02-19 11:34:00,2026-02-19 11:41:08.459820,2026-02-19 11:46:11.726357,2026-02-19 12:16:28.271799,K01,102,10.28,48.2,3.4
ORD-1836,2026-01-23 13:09:00,2026-01-23 13:16:36.804836,2026-01-23 13:19:16.658904,2026-01-23 13:54:31.922349,K01,103,13.51,42.06,1.3
ORD-1837,2026-02-10 18:39:00,2026-02-10 18:45:45.928820,2026-02-10 18:55:19.504846,2026-02-10 19:17:13.924075,K01,102,7.78,40.85,3.0
ORD-1838,2026-01-03 12:18:00,2026-01-03 12:27:49.261748,2026-01-03 12:36:01.422693,2026-01-03 13:03:09.737634,K03,103,9.64,18.75,1.7
ORD-1839,2026-02-02 15:49:00,2026-02-02 16:04:16.148233,2026-02-02 16:11:26.534363,2026-02-02 16:22:14.970110,K03,101,2.49,45.8,4.8
ORD-1840,2026-01-01 12:31:00,2026-01-01 12:44:48.750254,2026-01-01 12:49:21.738745,2026-01-01 13:21:59.583327,K02,101,13.48,31.98,3.8
ORD-1841,2026-01-06 14:39:00,2026-01-06 14:46:32.093910,2026-01-06 14:55:47.405668,2026-01-06 15:05:25.264199,K03,105,1.21,34.39,5.0
ORD-1842,2026-02-07 19:12:00,2026-02-07 19:26:11.131264,2026-02-07 19:29:32.530657,2026-02-07 19:44:51.596440,K03,101,5.1,28.77,5.0
ORD-1843,2026-01-31 22:25:00,2026-01-31 22:35:32.026971,2026-01-31 22:38:21.929162,2026-01-31 23:09:05.288287,K02,104,11.16,27.29,3.4
ORD-1844,2026-01-24 17:54:00,2026-01-24 18:08:55.377964,2026-01-24 18:17:54.953572,2026-01-24 18:43:50.813269,K01,101,10.28,20.97,3.3
ORD-1845,2026-02-02 16:05:00,2026-02-02 16:10:11.739482,2026-02-02 16:13:55.437283,2026-02-02 16:27:20.551730,K01,105,3.73,16.88,4.5
ORD-1846,2026-01-24 11:32:00,2026-01-24 11:48:56.922747,2026-01-24 11:52:16.563229,2026-01-24 12:17:54.356256,K01,101,8.8,46.03,5.0
ORD-1847,2026-02-19 19:43:00,2026-02-19 19:52:48.857592,2026-02-19 19:57:45.869416,2026-02-19 20:08:45.924551,K02,102,1.59,39.7,4.8
ORD-1848,2026-01-29 22:50:00,2026-01-29 22:57:13.146154,2026-01-29 23:00:24.417219,2026-01-29 23:16:14.652329,K01,103,4.72,26.43,3.4
ORD-1849,2026-03-02 16:33:00,2026-03-02 16:43:04.516082,2026-03-02 16:45:10.948737,2026-03-02 17:11:54.854044,K01,104,9.32,48.01,4.6
ORD-1850,2026-02-19 22:14:00,2026-02-19 22:20:14.008907,2026-02-19 22:22:55.822471,2026-02-19 22:56:44.716142,K01,102,13.15,33.95,4.0
ORD-1851,2026-02-13 19:59:00,2026-02-13 20:14:39.902639,2026-02-13 20:23:43.379178,2026-02-13 20:38:09.976046,K03,104,3.19,22.26,5.0
ORD-1852,2026-01-25 13:13:00,2026-01-25 13:22:38.087429,2026-01-25 13:31:56.804345,2026-01-25 13:52:51.158142,K02,102,5.9,20.93,3.8
ORD-1853,2026-02-07 13:19:00,2026-02-07 13:33:56.252364,2026-02-07 13:37:18.720064,2026-02-07 13:56:03.352406,K02,101,5.53,15.7,4.8
ORD-1854,2026-01-07 10:29:00,2026-01-07 10:37:46.158798,2026-01-07 10:44:45.954314,2026-01-07 10:56:29.123795,K01,102,1.43,23.99,4.9
ORD-1855,2026-02-11 14:25:00,2026-02-11 14:34:58.844910,2026-02-11 14:41:00.320065,2026-02-11 15:00:27.364294,K01,103,6.62,43.9,2.6
ORD-1856,2026-01-30 14:28:00,2026-01-30 14:35:45.390549,2026-01-30 14:39:11.293433,2026-01-30 15:11:42.927038,K02,105,12.47,40.87,3.0
ORD-1857,2026-02-07 15:35:00,2026-02-07 15:44:52.223774,2026-02-07 15:52:25.524602,2026-02-07 16:15:14.718244,K02,103,8.5,36.26,1.9
ORD-1858,2026-01-17 14:39:00,2026-01-17 14:48:12.837023,2026-01-17 14:55:09.467331,2026-01-17 15:33:44.284973,K03,103,14.31,15.38,1.0
ORD-1859,2026-02-05 17:25:00,2026-02-05 17:38:39.831145,2026-02-05 17:41:24.928709,2026-02-05 18:16:28.611776,K02,101,13.38,47.71,3.4
ORD-1860,2026-01-26 19:48:00,2026-01-26 19:56:12.451993,2026-01-26 20:05:36.625093,2026-01-26 20:28:07.931531,K02,103,7.58,24.33,1.5
ORD-1861,2026-01-12 18:09:00,2026-01-12 18:17:18.232573,2026-01-12 18:24:48.753165,2026-01-12 18:54:38.780763,K02,103,10.66,26.97,1.3
ORD-1862,2026-01-14 22:48:00,2026-01-14 23:01:27.523570,2026-01-14 23:07:08.041695,2026-01-14 23:27:42.462787,K01,101,6.71,35.99,5.0
ORD-1863,2026-02-20 16:19:00,2026-02-20 16:28:38.809449,2026-02-20 16:37:58.164328,2026-02-20 17:11:49.552294,K01,103,13.35,46.87,1.0
ORD-1864,2026-01-04 12:19:00,2026-01-04 12:34:09.195921,2026-01-04 12:39:12.066103,2026-01-04 13:00:23.034275,K02,101,6.21,27.66,5.0
ORD-1865,2026-02-20 10:25:00,2026-02-20 10:36:20.856591,2026-02-20 10:39:09.384104,2026-02-20 11:10:59.287421,K01,104,12.16,35.45,3.1
ORD-1866,2026-02-23 11:39:00,2026-02-23 11:46:09.160886,2026-02-23 11:49:54.551053,2026-02-23 12:01:59.797526,K03,102,2.75,44.96,4.6
ORD-1867,2026-01-14 15:53:00,2026-01-14 16:04:40.812163,2026-01-14 16:07:04.079008,2026-01-14 16:25:28.548821,K03,104,4.22,37.23,5.0
ORD-1868,2026-01-30 10:27:00,2026-01-30 10:37:56.449988,2026-01-30 10:47:14.802916,2026-01-30 11:13:40.851322,K03,103,8.66,43.7,1.4
ORD-1869,2026-02-05 17:09:00,2026-02-05 17:17:41.237291,2026-02-05 17:23:19.690354,2026-02-05 18:00:07.492301,K02,102,14.0,40.61,3.8
ORD-1870,2026-02-14 17:35:00,2026-02-14 17:44:15.299827,2026-02-14 17:53:56.399256,2026-02-14 18:19:28.647773,K02,102,8.83,26.7,3.8
ORD-1871,2026-02-27 11:55:00,2026-02-27 12:05:41.859189,2026-02-27 12:10:23.057459,2026-02-27 12:33:52.113366,K01,104,6.99,44.88,5.0
ORD-1872,2026-01-16 21:12:00,2026-01-16 21:23:43.402622,2026-01-16 21:32:38.471794,2026-01-16 22:04:56.466693,K03,102,13.28,18.46,3.6
ORD-1873,2026-01-08 10:49:00,2026-01-08 10:57:13.826597,2026-01-08 11:04:52.865493,2026-01-08 11:37:41.835450,K01,102,12.82,45.83,3.2
ORD-1874,2026-01-03 22:38:00,2026-01-03 22:50:12.139287,2026-01-03 22:58:37.368163,2026-01-03 23:22:26.224406,K03,104,8.22,43.97,3.5
ORD-1875,2026-02-02 22:15:00,2026-02-02 22:30:20.179428,2026-02-02 22:32:58.561252,2026-02-02 22:59:32.149971,K03,101,10.72,34.8,4.8
ORD-1876,2026-01-24 10:52:00,2026-01-24 11:08:27.453466,2026-01-24 11:16:39.207432,2026-01-24 11:28:26.711991,K02,101,2.49,36.33,4.5
ORD-1877,2026-01-05 21:56:00,2026-01-05 22:05:44.863731,2026-01-05 22:08:09.629519,2026-01-05 22:41:40.540152,K02,103,13.24,20.18,1.6
ORD-1878,2026-02-08 22:54:00,2026-02-08 22:59:59.391249,2026-02-08 23:05:15.799906,2026-02-08 23:16:53.446261,K02,105,1.16,49.65,4.7
ORD-1879,2026-02-11 14:31:00,2026-02-11 14:41:19.476434,2026-02-11 14:48:27.171305,2026-02-11 15:01:40.018879,K02,103,3.81,25.83,3.4
ORD-1880,2026-03-02 12:23:00,2026-03-02 12:31:52.041968,2026-03-02 12:34:09.749226,2026-03-02 12:52:39.397827,K03,103,6.58,39.29,3.1
ORD-1881,2026-02-04 17:58:00,2026-02-04 18:02:03.314930,2026-02-04 18:09:28.996404,2026-02-04 18:38:12.132248,K01,105,11.31,40.74,3.8
ORD-1882,2026-01-10 10:07:00,2026-01-10 10:20:28.229644,2026-01-10 10:22:35.971412,2026-01-10 10:44:26.941430,K01,101,7.65,44.17,4.6
ORD-1883,2026-02-04 21:15:00,2026-02-04 21:31:24.218922,2026-02-04 21:39:37.363597,2026-02-04 21:58:06.205661,K03,101,6.49,39.25,4.8
ORD-1884,2026-02-25 16:33:00,2026-02-25 16:40:57.331034,2026-02-25 16:42:58.069574,2026-02-25 16:57:15.557524,K01,105,3.86,28.03,4.9
ORD-1885,2026-01-18 21:20:00,2026-01-18 21:27:22.098942,2026-01-18 21:31:00.344497,2026-01-18 21:54:56.537559,K01,103,8.08,19.95,2.3
ORD-1886,2026-01-04 12:54:00,2026-01-04 13:03:03.661760,2026-01-04 13:06:12.522519,2026-01-04 13:39:42.105897,K02,103,13.26,25.07,1.5
ORD-1887,2026-01-02 11:01:00,2026-01-02 11:06:01.528201,2026-01-02 11:08:10.819453,2026-01-02 11:18:18.194581,K02,105,2.08,40.42,4.9
ORD-1888,2026-01-06 16:29:00,2026-01-06 16:37:53.100220,2026-01-06 16:40:26.456762,2026-01-06 17:13:28.903508,K01,102,13.44,49.61,3.9
ORD-1889,2026-02-14 20:11:00,2026-02-14 20:15:08.401581,2026-02-14 20:18:34.273914,2026-02-14 20:32:26.875460,K03,105,2.46,19.82,5.0
ORD-1890,2026-02-25 12:40:00,2026-02-25 12:52:29.341470,2026-02-25 12:54:56.900456,2026-02-25 13:17:05.117392,K03,104,6.76,29.3,4.9
ORD-1891,2026-01-31 13:38:00,2026-01-31 13:47:44.548322,2026-01-31 13:55:03.890258,2026-01-31 14:30:18.497189,K02,102,13.56,44.43,3.1
ORD-1892,2026-01-15 14:59:00,2026-01-15 15:05:02.643732,2026-01-15 15:14:03.736557,2026-01-15 15:40:02.089169,K01,105,9.29,38.74,3.6
ORD-1893,2026-02-19 15:01:00,2026-02-19 15:08:03.816079,2026-02-19 15:15:16.504803,2026-02-19 15:49:06.433387,K03,105,12.91,17.03,3.8
ORD-1894,2026-02-21 17:53:00,2026-02-21 18:02:40.776391,2026-02-21 18:07:45.690906,2026-02-21 18:42:31.258443,K03,104,14.53,43.42,3.9
ORD-1895,2026-02-23 15:01:00,2026-02-23 15:10:08.686976,2026-02-23 15:15:49.985186,2026-02-23 15:51:05.044803,K01,104,14.64,36.03,3.1
ORD-1896,2026-02-13 21:57:00,2026-02-13 22:06:17.666881,2026-02-13 22:09:23.116616,2026-02-13 22:22:57.762760,K02,105,3.12,34.76,5.0
ORD-1897,2026-02-11 21:55:00,2026-02-11 22:07:56.644342,2026-02-11 22:11:59.012881,2026-02-11 22:49:53.075950,K02,104,14.61,18.91,3.9
ORD-1898,2026-01-14 17:02:00,2026-01-14 17:11:41.630177,2026-01-14 17:18:25.228605,2026-01-14 17:30:20.221204,K01,102,2.33,23.86,5.0
ORD-1899,2026-02-16 18:36:00,2026-02-16 18:42:35.010960,2026-02-16 18:45:05.059890,2026-02-16 19:07:56.124190,K03,105,8.26,23.04,5.0
ORD-1900,2026-02-15 12:15:00,2026-02-15 12:26:45.013541,2026-02-15 12:30:58.425457,2026-02-15 12:46:00.400732,K02,104,4.91,22.76,5.0
ORD-1901,2026-01-11 21:25:00,2026-01-11 21:33:33.430672,2026-01-11 21:42:48.246807,2026-01-11 22:15:08.991867,K03,102,11.95,17.03,3.4
ORD-1902,2026-02-04 22:46:00,2026-02-04 22:53:13.339506,2026-02-04 22:57:56.508868,2026-02-04 23:35:40.393044,K02,105,14.02,28.69,3.9
ORD-1903,2026-01-14 22:05:00,2026-01-14 22:12:23.339633,2026-01-14 22:20:58.408219,2026-01-14 22:48:06.904833,K03,105,9.11,46.24,3.5
ORD-1904,2026-01-30 22:46:00,2026-01-30 22:57:50.078356,2026-01-30 23:00:25.350839,2026-01-30 23:23:35.071755,K03,102,8.53,19.39,5.0
ORD-1905,2026-01-27 14:45:00,2026-01-27 14:53:03.915621,2026-01-27 15:02:37.129150,2026-01-27 15:13:56.148520,K03,102,2.29,18.61,4.8
ORD-1906,2026-02-17 10:21:00,2026-02-17 10:30:29.918603,2026-02-17 10:39:36.761654,2026-02-17 11:07:24.122639,K02,104,10.83,25.59,3.8
ORD-1907,2026-02-25 12:47:00,2026-02-25 12:56:13.867816,2026-02-25 13:03:02.495180,2026-02-25 13:23:34.169149,K03,103,7.3,37.48,1.9
ORD-1908,2026-01-07 13:26:00,2026-01-07 13:31:11.554283,2026-01-07 13:35:00.895428,2026-01-07 14:11:57.220135,K02,105,13.94,28.36,3.8
ORD-1909,2026-01-30 12:38:00,2026-01-30 12:44:23.180118,2026-01-30 12:52:37.036408,2026-01-30 13:11:44.396927,K01,105,4.99,25.39,4.6
ORD-1910,2026-01-04 18:51:00,2026-01-04 19:00:21.256590,2026-01-04 19:02:48.606258,2026-01-04 19:14:27.960368,K01,104,1.83,22.98,5.0
ORD-1911,2026-01-26 18:52:00,2026-01-26 18:59:25.166932,2026-01-26 19:01:53.948520,2026-01-26 19:09:00.506591,K03,102,1.02,15.27,4.6
ORD-1912,2026-01-21 10:22:00,2026-01-21 10:37:36.947664,2026-01-21 10:41:50.683263,2026-01-21 10:56:17.227710,K03,101,2.66,35.27,5.0
ORD-1913,2026-02-12 15:32:00,2026-02-12 15:48:18.014693,2026-02-12 15:54:59.503558,2026-02-12 16:15:43.544501,K02,101,5.57,41.61,4.5
ORD-1914,2026-01-26 20:39:00,2026-01-26 20:49:32.271259,2026-01-26 20:53:59.416289,2026-01-26 21:08:08.527916,K02,104,2.48,41.63,4.6
ORD-1915,2026-01-02 20:56:00,2026-01-02 21:10:39.972811,2026-01-02 21:16:29.833658,2026-01-02 21:42:07.037095,K02,104,9.95,35.2,3.8
ORD-1916,2026-02-21 10:45:00,2026-02-21 10:51:59.139768,2026-02-21 10:56:10.564026,2026-02-21 11:11:52.038683,K03,105,3.33,26.68,4.5
ORD-1917,2026-01-23 15:54:00,2026-01-23 16:01:50.957064,2026-01-23 16:11:17.179968,2026-01-23 16:27:17.361031,K03,102,4.04,47.59,5.0
ORD-1918,2026-02-04 20:25:00,2026-02-04 20:37:36.790332,2026-02-04 20:39:57.654003,2026-02-04 20:52:10.569536,K03,104,2.91,15.78,4.6
ORD-1919,2026-02-01 22:58:00,2026-02-01 23:04:12.357102,2026-02-01 23:08:02.999513,2026-02-01 23:27:28.244157,K02,105,5.11,28.55,5.0
ORD-1920,2026-02-12 16:24:00,2026-02-12 16:30:02.137330,2026-02-12 16:38:51.565567,2026-02-12 16:49:13.930285,K02,105,2.47,37.66,5.0
ORD-1921,2026-01-16 15:29:00,2026-01-16 15:43:01.325716,2026-01-16 15:50:29.102847,2026-01-16 16:16:33.360736,K01,101,8.43,31.67,3.5
ORD-1922,2026-01-09 19:45:00,2026-01-09 20:00:00.604330,2026-01-09 20:02:22.183439,2026-01-09 20:29:28.832510,K01,104,10.77,35.37,4.7
ORD-1923,2026-02-22 11:55:00,2026-02-22 12:03:21.536263,2026-02-22 12:10:22.330295,2026-02-22 12:39:26.494058,K02,102,10.47,18.17,3.1
ORD-1924,2026-01-27 21:53:00,2026-01-27 22:01:21.449193,2026-01-27 22:10:09.611301,2026-01-27 22:23:53.346849,K02,102,3.56,34.14,4.9
ORD-1925,2026-02-10 13:13:00,2026-02-10 13:27:22.940201,2026-02-10 13:35:31.003432,2026-02-10 14:01:09.768798,K02,101,9.26,43.87,3.7
ORD-1926,2026-02-25 12:02:00,2026-02-25 12:06:51.455918,2026-02-25 12:14:29.804290,2026-02-25 12:38:58.933483,K03,105,9.52,35.38,3.9
ORD-1927,2026-02-12 16:02:00,2026-02-12 16:12:39.215906,2026-02-12 16:21:17.272201,2026-02-12 16:42:33.771974,K02,103,7.35,49.23,1.7
ORD-1928,2026-03-01 22:14:00,2026-03-01 22:19:31.307541,2026-03-01 22:24:16.583170,2026-03-01 22:58:42.987012,K02,105,13.0,30.54,3.1
ORD-1929,2026-02-18 18:23:00,2026-02-18 18:39:14.286218,2026-02-18 18:43:00.053771,2026-02-18 19:15:06.461105,K02,101,12.9,19.67,3.3
ORD-1930,2026-02-28 11:31:00,2026-02-28 11:39:53.334889,2026-02-28 11:43:54.900721,2026-02-28 12:11:07.772452,K01,102,11.01,23.6,3.1
ORD-1931,2026-02-15 20:12:00,2026-02-15 20:16:00.899374,2026-02-15 20:23:55.290217,2026-02-15 21:01:23.524140,K01,105,14.56,30.67,3.2
ORD-1932,2026-01-20 17:03:00,2026-01-20 17:10:48.997840,2026-01-20 17:19:23.693840,2026-01-20 17:33:10.749143,K02,103,3.41,29.23,3.2
ORD-1933,2026-02-05 19:54:00,2026-02-05 20:02:17.780869,2026-02-05 20:06:27.717905,2026-02-05 20:36:07.371304,K01,102,10.2,42.27,4.0
ORD-1934,2026-02-09 21:42:00,2026-02-09 21:57:33.113626,2026-02-09 21:59:41.426840,2026-02-09 22:21:31.555602,K03,101,8.14,45.87,5.0
ORD-1935,2026-01-16 13:48:00,2026-01-16 13:57:53.108432,2026-01-16 14:04:22.671565,2026-01-16 14:36:15.435325,K02,102,13.11,44.21,3.8
ORD-1936,2026-02-15 19:50:00,2026-02-15 19:57:08.967584,2026-02-15 20:00:05.844460,2026-02-15 20:23:55.672845,K02,102,7.54,23.42,5.0
ORD-1937,2026-02-23 11:08:00,2026-02-23 11:20:34.588023,2026-02-23 11:29:45.937074,2026-02-23 11:54:17.799768,K02,104,9.45,35.47,3.6
ORD-1938,2026-02-01 13:13:00,2026-02-01 13:20:53.737572,2026-02-01 13:28:55.390549,2026-02-01 14:07:41.261283,K03,102,14.7,48.74,3.4
ORD-1939,2026-01-10 12:15:00,2026-01-10 12:24:53.888162,2026-01-10 12:27:00.708437,2026-01-10 12:41:32.269673,K03,103,2.55,15.81,3.8
